Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
The Den,7 Club House Drive,Ocean View,19970.0,06/07/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","7 Club House Drive
Ocean View, DE 19970
(38.535417006, -75.107751971)"
The Depot,595 Forrest Ave,Dover,19904.0,10/18/2023,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","595 Forrest Ave
Dover, DE 19904
(39.158050003, -75.531811982)"
The Dewey Post,1205 Coastal Highway,Dewey  Beach,19971.0,06/16/2023,Routine,6-501.114,"Maintaining Premises, Unnecessary Items and Litter","1205 Coastal Highway
Dewey  Beach, DE 19971
(38.688531997, -75.07455603)"
The Dog House Restaurant,1200 North Dupont Highway,Wyoming,19720.0,06/06/2022,Routine,6-301.14,Handwashing Signage,"1200 North Dupont Highway
Wyoming, DE 19720
(39.688411993, -75.582509002)"
The Dough Bar,109 Union Street,Milton,19968.0,05/03/2022,Routine,3-501.13,Thawing,"109 Union Street
Milton, DE 19968
(38.778312993, -75.310423037)"
The Edge Fitness Clubs,2800 Fashion Center Boulevard,Newark,19702.0,11/07/2023,Routine,2-102.12,Certified Food Protection Manager,"2800 Fashion Center Boulevard
Newark, DE 19702
(39.671090999, -75.645228017)"
The Episcopal Church Of Sts Andrew & Matthew,719 Shipley St,Wilmington,19801.0,12/15/2022,Routine,7-102.11,Common Name-Working Containers,"719 Shipley St
Wilmington, DE 19801
(39.743626984, -75.550318973)"
The Family Caribbean Kitchen,11290 Trussum Pond Rd,Laurel,19956.0,04/29/2022,Routine,6-101.11,Surface Characteristics-Indoor Areas,"11290 Trussum Pond Rd
Laurel, DE 19956
(38.545984993, -75.55369403)"
The Frozen Farmer,9843 Seashore Hwy,Bridgeville,19933.0,09/02/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"9843 Seashore Hwy
Bridgeville, DE 19933
(38.715933989, -75.575812029)"
The Frozen Farmer MOB,9843 Seashore Hwy,Bridgeville,19933.0,05/31/2023,Routine,4-903.11,"Equipment, Utensils, Linens and Single-Service and Single-Use Articles Storing","9843 Seashore Hwy
Bridgeville, DE 19933
(38.715933989, -75.575812029)"
The Green Stinger,492 Walnut Shade Road,Dover,19901.0,06/30/2022,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","492 Walnut Shade Road
Dover, DE 19901
(39.070517998, -75.552572029)"
The Greene Turtle,391 N Dupont Hwy,Dover,19901.0,08/19/2022,Routine,4-501.11,Good Repair and Proper Adjustment-Equipment,"391 N Dupont Hwy
Dover, DE 19901
(39.172967989, -75.52021696)"
The Heritage Club House,1 Heritage Shores Circle,Bridgeville,19933.0,02/03/2022,Routine,5-204.11,Handwashing Sinks-Location and Placement,"1 Heritage Shores Circle
Bridgeville, DE 19933
(38.716383008, -75.597980989)"
The House Of Coffi,14 East Loockerman St,Dover,19901.0,12/30/2022,Routine,7-202.12,Conditions of Use,"14 East Loockerman St
Dover, DE 19901
(39.158817965, -75.520988283)"
The Hungry Spork,1239-2 South Little Creek Rd,Dover,19901.0,09/12/2022,Routine,5-202.12,"Handwashing Sinks, Installation","1239-2 South Little Creek Rd
Dover, DE 19901
(39.156885002, -75.491526041)"
The Jane Clifton Ashford Center at Camp Arrowhead,35268 Homestead Way,Lewes,19958.0,08/11/2022,Follow-up,6-301.12,Hand Drying Provision,"35268 Homestead Way
Lewes, DE 19958
(38.654862982, -75.133969977)"
The Juice Joint,323 Justison Street,Wilmington,19801.0,02/24/2022,Routine,7-102.11,Common Name-Working Containers,"323 Justison Street
Wilmington, DE 19801
(39.736754997, -75.560073999)"
The Juice Joint 20,1313 North Market Street/ The Chanc,Wilmington,19801.0,02/08/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"1313 North Market Street/ The Chanc
Wilmington, DE 19801
(39.74903, -75.546272022)"
The Legend Restaurant And Bakery,201 N Dupont Hwy,New Castle,19720.0,06/07/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"201 N Dupont Hwy
New Castle, DE 19720
(39.680041992, -75.59168903)"
The Lighthouse Restaurant,124 Dickinson Street,Dewey  Beach,19971.0,05/04/2022,Routine,4-602.13,Nonfood Contact Surfaces,"124 Dickinson Street
Dewey  Beach, DE 19971
(38.689437997, -75.075985983)"
The Lodge at Truitt Homestead,36233 Farm Lane,Rehoboth Beach,19971.0,05/01/2023,Routine,2-402.11,Effectiveness-Hair Restraints,"36233 Farm Lane
Rehoboth Beach, DE 19971
(38.711536005, -75.109547039)"
The Marshallton,3517 Old Capitol Trail,Wilmington,19808.0,09/29/2023,Routine,6-501.111,Controlling Pests,"3517 Old Capitol Trail
Wilmington, DE 19808
(39.730834984, -75.632029034)"
The Micromart@ The Admin Building (DSU)(Starbucks),1200 North Dupont Highway,Dover,19901.0,01/11/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"1200 North Dupont Highway
Dover, DE 19901
(39.186536991, -75.542941976)"
The Mill Creamery,129 Rehoboth Avenue,Rehoboth Beach,19971.0,05/15/2023,Routine,2-102.12,Certified Food Protection Manager,"129 Rehoboth Avenue
Rehoboth Beach, DE 19971
(38.716831984, -75.080067969)"
The Nook,76394 Samuel Paynters Blvd,Milton,19968.0,07/14/2022,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","76394 Samuel Paynters Blvd
Milton, DE 19968
(38.762999326, -75.213714614)"
The Nut And Candy Depot Inc,110 N Dupont Hwy,New Castle,19720.0,01/27/2023,Routine,2-102.12,Certified Food Protection Manager,"110 N Dupont Hwy
New Castle, DE 19720
(39.666174007, -75.600527998)"
The Old Time Grill,37100 Millsboro Highway,Millsboro,19966.0,03/22/2023,Routine,2-402.11,Effectiveness-Hair Restraints,"37100 Millsboro Highway
Millsboro, DE 19966
(38.476760992, -75.36754403)"
The Olive Garden Italian Restaurant #1239,305 Rocky Run Pkwy,Wilmington,19803.0,04/27/2022,Routine,4-602.13,Nonfood Contact Surfaces,"305 Rocky Run Pkwy
Wilmington, DE 19803
(39.819016, -75.549580024)"
The Olive Garden Italian Restaurant #1381,263 N Dupont Hwy,Dover,19901.0,09/02/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","263 N Dupont Hwy
Dover, DE 19901
(39.170519006, -75.517624018)"
The Olive Garden Restaurant#1668,1279 New Churchman's Rd,Wyoming,19713.0,12/05/2023,Routine,6-403.11,Designated Areas-Employee Accommodations for eating / drinking/smoking,"1279 New Churchman's Rd
Wyoming, DE 19713
(39.690360995, -75.661978999)"
The Peach Cobbler Factory,3624 Concord Pike,Wilmington,19803.0,12/06/2023,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","3624 Concord Pike
Wilmington, DE 19803
(39.804249015, -75.550067013)"
The Pearl Center Culinary School,300 East 8th Street,Wilmington,19801.0,03/21/2022,Routine,4-302.12,Food Temperature Measuring Devices,"300 East 8th Street
Wilmington, DE 19801
(39.741840004, -75.54611)"
The Penalty Box Food Truck (Mobile),16 California Parkway,Harrington,19952.0,06/08/2022,Routine,4-101.17,"Wood, Use Limitation","16 California Parkway
Harrington, DE 19952
(38.913574991, -75.565096017)"
The Peninsula Caf+� Terrace Grille,32981 Peninsula Esplanade,Millsboro,19966.0,07/14/2023,Routine,5-205.15,System Maintained in Good Repair,"32981 Peninsula Esplanade
Millsboro, DE 19966
(38.608487001, -75.165139006)"
The Peninsula Clubhouse,32981 Peninsula Esplanade,Millsboro,19966.0,11/09/2023,Routine,4-501.11,Good Repair and Proper Adjustment-Equipment,"32981 Peninsula Esplanade
Millsboro, DE 19966
(38.608487001, -75.165139006)"
The Peninsula Snack Shack,32975 Peninsula Esplanade,Millsboro,19966.0,07/14/2023,Routine,6-301.12,Hand Drying Provision,"32975 Peninsula Esplanade
Millsboro, DE 19966
(38.609216981, -75.166102003)"
The Perfect Cup Cafe,7460 Lancaster Pike Suite C & D,Hockessin,19707.0,01/19/2023,Routine,5-202.12,"Handwashing Sinks, Installation","7460 Lancaster Pike Suite C & D
Hockessin, DE 19707
(39.789114986, -75.698802041)"
The Pig & Publican,516 E Savannah Rd,Lewes,19958.0,05/18/2023,Routine,5-205.15,System Maintained in Good Repair,"516 E Savannah Rd
Lewes, DE 19958
(38.777683009, -75.136255974)"
The Pines,56 Baltimore Ave,Rehoboth Beach,19971.0,07/13/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"56 Baltimore Ave
Rehoboth Beach, DE 19971
(38.716740999, -75.081480991)"
The Point Coffee House,37140 Rehoboth Avenueext,Wyoming,19971.0,09/12/2022,Routine,6-501.16,Drying Mops,"37140 Rehoboth Avenueext
Wyoming, DE 19971
(38.712458014, -75.100558035)"
The Pond Bar & Grill,19266 Coastal Hwy,Wyoming,19971.0,10/06/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"19266 Coastal Hwy
Wyoming, DE 19971
(38.723811008, -75.125269981)"
The Queen Wilmington,500 North Market Street,Wilmington,19801.0,05/24/2022,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","500 North Market Street
Wilmington, DE 19801
(39.741133996, -75.550278991)"
The Reef,2618 Carpenter Station Road,Wilmington,19810.0,02/21/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","2618 Carpenter Station Road
Wilmington, DE 19810
(39.822049595, -75.465198199)"
The Reload,38531 Parker Road,Millsboro,19966.0,07/25/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","38531 Parker Road
Millsboro, DE 19966
(38.452733009, -75.367541013)"
The Riverside Grill,31457 River Rd,Millsboro,19966.0,03/07/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"31457 River Rd
Millsboro, DE 19966
(38.594391993, -75.198886979)"
The Salted Rim Margarita Bar & Grill,35553 Atlantic Avenue,Millville,19967.0,01/13/2022,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","35553 Atlantic Avenue
Millville, DE 19967
(38.548032985, -75.110809018)"
The Salvation Army,22318 Sussex Highway,Seaford,19973.0,05/12/2023,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","22318 Sussex Highway
Seaford, DE 19973
(38.677897515, -75.592059029)"
The Scoop on Loockerman,305 West Loockerman Street,Dover,19901.0,05/18/2023,Routine,2-102.12,Certified Food Protection Manager,"305 West Loockerman Street
Dover, DE 19901
(39.15756599, -75.528573969)"
The Secret Sauce Thai Kitchen,18949 Coastal Hwy Unit 103,Wyoming,19971.0,09/25/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"18949 Coastal Hwy Unit 103
Wyoming, DE 19971
(38.730889987, -75.131844997)"
The Shanty Seafood Restaurant,11290 Trussum Pond Rd,Laurel,19956.0,01/21/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","11290 Trussum Pond Rd
Laurel, DE 19956
(38.545984993, -75.55369403)"
The Simple Greek,5604 Concord Pike,Wilmington,19803.0,04/14/2022,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","5604 Concord Pike
Wilmington, DE 19803
(39.834411, -75.543475987)"
The Sip! Eats Treats Cafe,Seaside Outlet Drive,Rehoboth Beach,19971.0,04/13/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"Seaside Outlet Drive
Rehoboth Beach, DE 19971
(38.718505454, -75.113441965)"
The Southern Grill Of Ellendale,13239 S Old State Rd,Ellendale,19941.0,03/21/2022,Routine,3-305.11,Food Storage-Preventing Contamination from the Premises,"13239 S Old State Rd
Ellendale, DE 19941
(38.806766997, -75.428805014)"
The Spare Rib Express/kegler's Pub,3031 New Castle Ave,New Castle,19720.0,08/18/2022,Routine,3-301.11,Preventing Contamination from Hands,"3031 New Castle Ave
New Castle, DE 19720
(39.702472007, -75.55327703)"
The Stand DE llc,205 North Ford Avenue,Wilmington,19805.0,01/12/2023,Follow-up,6-501.111,Controlling Pests,"205 North Ford Avenue
Wilmington, DE 19805
(39.751519007, -75.582547977)"
The Station On King,720 Kings Hwy,Lewes,19958.0,12/14/2022,Routine,5-202.13,"Backflow Prevention, Air Gap","720 Kings Hwy
Lewes, DE 19958
(38.765204995, -75.143990039)"
The Station on Kings Commissary,720 Kings Highway,Lewes,19958.0,12/14/2022,Routine,3-305.11,Food Storage-Preventing Contamination from the Premises,"720 Kings Highway
Lewes, DE 19958
(38.765204995, -75.143990039)"
The Surfing Crab,16723 Coastal Hwy,Lewes,19958.0,07/13/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","16723 Coastal Hwy
Lewes, DE 19958
(38.75719902, -75.196151964)"
The Sweet Shop,600 East Basin Road,New Castle,19720.0,08/22/2023,Routine,2-102.12,Certified Food Protection Manager,"600 East Basin Road
New Castle, DE 19720
(39.672829993, -75.584586959)"
The Taco Stand,37081 Coastal Hwy,Fenwick Island,19944.0,05/25/2023,Routine,3-307.11,Miscellaneous Sources of Contamination,"37081 Coastal Hwy
Fenwick Island, DE 19944
(38.45178598, -75.051865967)"
The Tipsy Flamingo,19749 Princess Street,Rehoboth Beach,19971.0,07/26/2023,Routine,2-102.12,Certified Food Protection Manager,"19749 Princess Street
Rehoboth Beach, DE 19971
(38.716292986, -75.120848024)"
The Vineyards At Nassau Valley,12001 Old Vine Blvdyt 106,Lewes,19958.0,02/04/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","12001 Old Vine Blvdyt 106
Lewes, DE 19958
(38.742250986, -75.191929999)"
The Well Coffee House & Market Place,6949 Lancaster Pike,Hockessin,19707.0,04/27/2022,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","6949 Lancaster Pike
Hockessin, DE 19707
(39.778258996, -75.677135995)"
The Williamsville Store,3544 Williamsville Rd,Houston,19954.0,10/18/2022,Routine,2-102.12,Certified Food Protection Manager,"3544 Williamsville Rd
Houston, DE 19954
(38.895239997, -75.508910024)"
The Young Adventurers,33103 Main Street,Dagsboro,19939.0,05/19/2023,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","33103 Main Street
Dagsboro, DE 19939
(38.548198989, -75.245049975)"
Theo's Steaks Sides & Spirits,44 Baltimore Ave,Wyoming,19971.0,02/25/2022,Routine,7-202.12,Conditions of Use,"44 Baltimore Ave
Wyoming, DE 19971
(38.717138824, -75.079735212)"
Thessalonia Baptist Church,Post Office Box 4,Selbyville,19975.0,10/30/2023,Routine,6-501.12,"Cleaning, Frequency and Restrictions","Post Office Box 4
Selbyville, DE 19975
(38.457285, -75.227745)"
Third Day Granola and Baking Company,3 Town Road,Ocean View,19970.0,06/22/2022,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","3 Town Road
Ocean View, DE 19970
(38.544140923, -75.083080021)"
Thomas Edison Charter School,2200 N Locust St,Wilmington,19802.0,05/11/2022,Follow-up,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"2200 N Locust St
Wilmington, DE 19802
(39.747991986, -75.532555038)"
Thompson Island Brewing Company,30133 Veterans Way,Rehoboth Beach,19971.0,07/28/2022,Routine,2-401.11,"Eating, Drinking, or Using Tobacco","30133 Veterans Way
Rehoboth Beach, DE 19971
(38.713202997, -75.104820987)"
Thrasher's French Fries-N,7 Rehoboth Ave,Rehoboth Beach,19971.0,04/04/2023,Routine,6-202.11,"Light Bulbs, Protective Shielding","7 Rehoboth Ave
Rehoboth Beach, DE 19971
(38.716984996, -75.076412035)"
Three Amigos Mexican Grill,1014-1016 N Lincoln St,Wilmington,19805.0,05/11/2022,Routine,2-102.12,Certified Food Protection Manager,"1014-1016 N Lincoln St
Wilmington, DE 19805
(39.754267014, -75.567792978)"
Three Blonde Bakers,108 Garfield Parkway,Bethany Beach,19930.0,04/01/2022,Routine,6-202.14,"Toilet Rooms, Enclosed","108 Garfield Parkway
Bethany Beach, DE 19930
(38.538108016, -75.056012997)"
Three Brothers Pizza,150 Pencader Plaza,Newark,19713.0,07/24/2023,Routine,6-501.12,"Cleaning, Frequency and Restrictions","150 Pencader Plaza
Newark, DE 19713
(39.658768009, -75.736937018)"
Three D's Pizza LLC,448 Moores Lane,New Castle,19720.0,02/22/2022,Routine,2-102.12,Certified Food Protection Manager,"448 Moores Lane
New Castle, DE 19720
(39.678299981, -75.56638398)"
Three Penny Snack Bar,31806 Lakeview Drive,Selbyville,19975.0,07/13/2022,Routine,4-302.12,Food Temperature Measuring Devices,"31806 Lakeview Drive
Selbyville, DE 19975
(38.466107006, -75.112121038)"
Thronson Cafe by Kaffeina,2301 Kentmere Parkway,Wilmington,19806.0,04/08/2022,Routine,2-102.12,Certified Food Protection Manager,"2301 Kentmere Parkway
Wilmington, DE 19806
(39.765567998, -75.564673988)"
Thurgood Marshall Elem school,101 Barrett Run Road,Newark,19702.0,05/24/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","101 Barrett Run Road
Newark, DE 19702
(39.644978982, -75.68351697)"
Thurston's Pub,32 Fox Hunt Dr,Bear,19701.0,10/27/2023,Routine,2-102.12,Certified Food Protection Manager,"32 Fox Hunt Dr
Bear, DE 19701
(39.607005985, -75.714726986)"
TidalHealth Nanticoke Mem Hosp Food Court,801 Middleford Road,Seaford,19973.0,04/05/2022,Routine,6-301.12,Hand Drying Provision,"801 Middleford Road
Seaford, DE 19973
(38.641814999, -75.604077985)"
TidalHealth Nanticoke Mem Hospital-dietary,801 Middleford Road,Seaford,19973.0,02/23/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","801 Middleford Road
Seaford, DE 19973
(38.641814999, -75.604077985)"
Tienda La Hispanita,10912 County Seat Hwy,Laurel,19956.0,08/02/2023,Routine,2-102.12,Certified Food Protection Manager,"10912 County Seat Hwy
Laurel, DE 19956
(38.570278012, -75.561246041)"
Tierra Mexi-cali Grill,4710 Limestone Rd,Wilmington,19808.0,01/06/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"4710 Limestone Rd
Wilmington, DE 19808
(39.739240985, -75.692703033)"
Tiffanee & Co Bakery,1011 Walker Road,Dover,19904.0,09/20/2023,Routine,2-402.11,Effectiveness-Hair Restraints,"1011 Walker Road
Dover, DE 19904
(39.170166002, -75.547811024)"
Tiki Grocery,210 West 7th Street,Wilmington,19801.0,02/28/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","210 West 7th Street
Wilmington, DE 19801
(39.743275992, -75.551773988)"
Tiki Jac's,71 Rehoboth Ave,Wyoming,19971.0,05/25/2023,Routine,6-501.16,Drying Mops,"71 Rehoboth Ave
Wyoming, DE 19971
(38.716808012, -75.078676993)"
Tikka Masala Delaware,820 Peoples Plaza,Newark,19702.0,02/10/2022,Routine,2-102.12,Certified Food Protection Manager,"820 Peoples Plaza
Newark, DE 19702
(39.60180602, -75.746563969)"
Timothy s Of Newark,100 Creek View Road,Newark,19711.0,10/23/2023,Routine,2-102.12,Certified Food Protection Manager,"100 Creek View Road
Newark, DE 19711
(39.689404997, -75.747776998)"
Timothy's Of Wilmington,930 Justison St,Wilmington,19801.0,05/02/2022,Routine,2-102.11,Demonstration of Knowledge,"930 Justison St
Wilmington, DE 19801
(39.729403984, -75.561840988)"
Tio Taco and Tequilla,325 Christiana Mall Space 1325,Newark,19702.0,09/01/2023,Routine,2-401.11,"Eating, Drinking, or Using Tobacco","325 Christiana Mall Space 1325
Newark, DE 19702
(39.678522018, -75.65204703)"
Titanic Pizza,16388 Samuel Paynter Blvd #4,Milton,19968.0,07/27/2022,Routine,3-302.12,Food Storage Containers Identified with Common Name of Food,"16388 Samuel Paynter Blvd #4
Milton, DE 19968
(38.764223013, -75.217391036)"
Tj's Jamacian Spice,2709 N Market St,Wilmington,19802.0,01/26/2022,Routine,5-205.15,System Maintained in Good Repair,"2709 N Market St
Wilmington, DE 19802
(39.755331012, -75.534621009)"
Toba Gourmet,106 Sandhill Drive,Middletown,19709.0,08/11/2022,Routine,2-102.12,Certified Food Protection Manager,"106 Sandhill Drive
Middletown, DE 19709
(39.45224198, -75.727392964)"
